Job Title,Company Name,Preferred Qualifications,Link to Job
Scientist,Horizon Quantum Computing,"A MSc degree in Computer Science, Physics, a related engineering field, or an equivalent experienceExperience in quantum hardware and modelling realistic quantum circuitsProgramming experience with C, C++ and Python and preferably also with MatlabStrong troubleshooting and debugging skillsHighly motivated with a passion for learning and driving technical progressExcellent collaboration, communication and documentation skills",https://sg.linkedin.com/jobs/view/scientist-at-horizon-quantum-computing-3681887909?refId=v4%2FxJR6vgpZuzcRYi9dc4Q%3D%3D&trackingId=qKkBh6l9o6gqP9KSCfvclg%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
Growth Data Scientist (Statistical modeling),Crypto.com,", you can learn more from our talent acquisition team.About  Crypto.com :Founded in 2016, Crypto.com serves more than 80 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, Crypto.com is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem.Learn more at https://crypto.com .Crypto.com is an equal opportunities employer and we are committed to creating an environment where opportunities are presented to everyone in a fair and transparent way. Crypto.com values diversity and inclusion, seeking candidates with a variety of backgrounds, perspectives, and skills that complement and strengthen our team.Personal data provided by applicants will be used for recruitment purposes only.Please note that only shortlisted candidates will be contacted.",https://sg.linkedin.com/jobs/view/growth-data-scientist-statistical-modeling-at-crypto-com-3708236259?refId=v4%2FxJR6vgpZuzcRYi9dc4Q%3D%3D&trackingId=rUuB%2F5HgbRLo3KuuYnPVjQ%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
Senior /Machine Learning Engineer - DSC/EZ,ST Engineering,", design, develop, test and maintain Machine Learning systemsResponsible for documentation of system specificationsConduct technical exploration of new Machine Leaning tools, techniques and platformsAssist to maintain Machine Learning/AI knowledge repositorySupport pre-sales initiatives, proposal development and provide post-sales support for Machine Learning systems&lt;p&gt; &lt;/p&gt;&lt;p&gt;Job",https://sg.linkedin.com/jobs/view/senior-machine-learning-engineer-dsc-ez-at-st-engineering-3629531573?refId=v4%2FxJR6vgpZuzcRYi9dc4Q%3D%3D&trackingId=BqlSXKkshaDEXrWqYBFHPA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
Data Scientist - Fraud Analytics,Robert Walters,", understand business processes and conduct data cleansing in order to enable data visualisation to stakeholdersTo succeed in this Data Scientist - Fraud Analytics role, you will need to have around five years of experience.Key",https://sg.linkedin.com/jobs/view/data-scientist-fraud-analytics-at-robert-walters-3747499901?refId=v4%2FxJR6vgpZuzcRYi9dc4Q%3D%3D&trackingId=X7KkmRnUhegO4eTLmd51%2Bg%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card
Data Scientist [Search],Ahrefs,"together with Product Development, Design and Marketing teamsWork closely with the Engineering teams (frontend and backend) to implement, deploy, and maintain production systemsWrite thorough documentationEffectively communicate highly technical results to various teams",https://sg.linkedin.com/jobs/view/data-scientist-search-at-ahrefs-3621535455?refId=v4%2FxJR6vgpZuzcRYi9dc4Q%3D%3D&trackingId=uzIKd8VhuNAD79EXWyEdiA%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
WeChat - Data Scientist,Tencent,":QualificationsBachelor degree in Mathematics, Economics, Statistics, Data Science, Computer Vision or similar quantitative fieldAbility to communicate complex ideas to non-technical stakeholders in a way they can easily understand and appreciate. Good knowledge of Python or C/C++ programming languageSelf-driven, innovative, collaborative, with good communication and presentation skills, able to translate between business and technical audiencesFluency in both English and Mandarin to deal with international stakeholders and stakeholders who are based in HQ",https://sg.linkedin.com/jobs/view/wechat-data-scientist-at-tencent-3735042090?refId=v4%2FxJR6vgpZuzcRYi9dc4Q%3D%3D&trackingId=Xl6IXW1Ceq3vWpkNEvsGWg%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
Senior Data Scientist,Civil Aviation Authority of Singapore,of a data management system and utilise his/her knowledge of data systems to translate operational,https://sg.linkedin.com/jobs/view/senior-data-scientist-at-civil-aviation-authority-of-singapore-3680985749?refId=v4%2FxJR6vgpZuzcRYi9dc4Q%3D%3D&trackingId=ajomJd4wgFRzyBemrEgBFw%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
Artificial Intelligence Engineer,Hendricks Corp,".&lt;p&gt;&lt;/p&gt;Depending on candidate’s suitability, he/ she can be tasked with one or more of the following secondary accountabilities:&lt;p&gt;&lt;/p&gt;Build data ingesting and processing pipelines to collect, clean, harmonise, merge and consolidate data sources to be used for analysis, machine learning and visualisation purposes.Ensure data quality.Collaborate with various teams to understand needs to build scalable and data-driven products and assist with data-related technical issues.Participate in the application of machine learning/AI techniques to various problem statements.Ability to simplify ideas, present and engage stake holders and senior management.Keep abreast of technological advances in Big Data Technologies, Computer Vision and government policies &amp;amp; recommendations, etc.&lt;p&gt;&lt;/p&gt;",https://sg.linkedin.com/jobs/view/artificial-intelligence-engineer-at-hendricks-corp-3722050474?refId=v4%2FxJR6vgpZuzcRYi9dc4Q%3D%3D&trackingId=cqQNvtKVUHsKJyY%2BZ1FuuQ%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
"Machine Learning Engineer (AI,NLP,GPT)",Manpower Singapore,of model online services.,https://sg.linkedin.com/jobs/view/machine-learning-engineer-ai-nlp-gpt-at-manpower-singapore-3741706966?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=L8zt4Cc8M22Nbh%2BxJ3vFxA%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card
"AIML - Site Reliability Engineer, ML Platform & Technology",Apple,"Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation. Role Number: 200499912",https://sg.linkedin.com/jobs/view/aiml-site-reliability-engineer-ml-platform-technology-at-apple-3700688790?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=zOLPs%2FlaUDk4YCJb%2FViBYA%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card
Research Engineer,Big Cloud,"&lt;/p&gt;&lt;p&gt;-3+ years of industry experience building 3D SLAM/robotics algorithms&lt;/p&gt;&lt;p&gt;-Familiarity with Computer Vision in both Classical and recent Learning-based approaches&lt;/p&gt;&lt;p&gt;-Masters/PhD in a relevant field&lt;/p&gt;&lt;p&gt;-Good mathematical and data-handling skills&lt;/p&gt;&lt;p&gt;-Experience with Python/C++&lt;/p&gt;&lt;p&gt;-Added bonus: publication record at any top conferences&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;&lt;em&gt;Big Cloud is a data science, machine learning and AI recruiting firm. We’re lucky enough to recruit the best candidates into the most exciting companies all over the world. We try to reply to all unsuccessful applications, but we’re only human (for now)! &lt;/em&gt;&lt;/p&gt;&lt;p&gt;&lt;em&gt;In the meantime, check out our jobs page to see what else we’re recruiting for.&lt;/em&gt;&lt;/p&gt;",https://sg.linkedin.com/jobs/view/research-engineer-at-big-cloud-3616493944?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=3MTCU1B7nAjODcUK%2B9qVzg%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Consumer Incentives,Gojek,"and translate them into actionable data science solutions.Analyze large-scale datasets (&amp;gt;100m rows) to extract actionable insights and drive decision-making processes.Build data pipelines and perform feature engineering to enhance model performance and accuracy.Communicate complex technical concepts and data-driven insights to non-technical stakeholders, enabling them to make informed business decisions.Monitor and evaluate model performance, identifying areas for improvement and proposing solutions.Stay updated with the latest advancements in data science and machine learning techniques, bringing innovative ideas to the team.About GoTo GroupGoTo Group is the largest digital ecosystem in Indonesia with its mission to “Empower Progress’ by offering technological infrastructure and solutions for everyone to access and thrive in the digital economy. The GoTo ecosystem consists of on-demand transportation services, e-commerce, food and grocery delivery, logistics and fulfillment, as well as financial and payment services through the Gojek, Tokopedia and GoTo Financial platforms.It is the first platform in Southeast Asia that hosts these crucial cases in a single ecosystem, capturing the majority of Indonesia’s vast consumer household.About GojekGojek is Southeast Asia’s leading on-demand platform and pioneer of the multi-service ecosystem with over 2.5 million driver partners across the regions offering a wide range of services such as transportation, food delivery, logistics and more. With its mission to create impact at scale, Gojek is committed to resolving consumer problems and raising standards of living by connecting consumers to the best providers of goods and services in the market.About GoTo FinancialGoTo Financial accelerates financial inclusion through its leading financial services and merchants solutions. Its consumer services include GoPay and GoPayLater and serve businesses of all sizes through Midtrans, Moka, GoBiz Plus, GoBiz, and Selly. With its trusted and inclusive ecosystem of products, GoTo Financial is open to new growth opportunities and aims to empower everyone to Make It Happen, Make It Together, Make It Last.About TokopediaTokopedia is an Indonesian technology company with a mission to democratize commerce through technology. It has been a driving force behind Indonesia's digital development since its foundation in 2009, with more than 99% of districts and empowered around 12 million merchants listed nationwide. With Nakama ranging all across Indonesia, Tokopedia aims to simplify the lives of many to #FindYourPurpose together.&lt;em&gt;GoTo and its business units, including Gojek, Tokopedia, GoToFinancial and GoToLogistics (""GoTo"") only post job opportunities on our official channels on our respective company websites and on LinkedIn. GoTo is not liable for any job postings or job offers that did not originate from us. You should conduct your own due diligence to prevent being victims of any fake job scams, if they did not originate from GoTo's official recruitment channels.&lt;/em&gt;",https://sg.linkedin.com/jobs/view/senior-data-scientist-consumer-incentives-at-gojek-3705872228?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=L6JkW9729jm2GhVOp%2FX69w%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Scientist-Global LIVE - Strategy,TikTok,": 1. Responsible for data science work related to the product and operation strategy of TikTok LIVE.2. Analyse business data in different markets, formulate targeted strategies, and evaluate strategic benefits. 3. Build insights into different strategy scenarios, use data skills to deepen scenario understanding and promote decision quality. Qualifications 1. Mathematics, statistics, computer science related majors, have experience of internet business.2. Excellent thinking framework and scenaios understanding ability, good at using data analysis and other means to solve business problems.3. Experience of casual inference, evaluation framework, data mining is preferred. 4. Understanding the principle of machine learning and recommendation algorithms is preferred. Preferred Qualification Minimum 3 years relevant work experience from a large-scale internet businessTikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://sg.linkedin.com/jobs/view/data-scientist-global-live-strategy-at-tiktok-3547902103?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=3mlbEE90jfAOHqZAsARreQ%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Scientist - Manager,EY,"analysis, design, coding, testing, defect management, and deployment)Demonstrated experience working on complex Data Science projectsExceptional communication skills and stakeholder management experiencesExposure to business intelligence, data warehousing/platform, and data strategy projects&lt;p&gt;&lt;/p&gt;To qualify for the role, you must have&lt;p&gt;&lt;/p&gt;Minimum of 5 years experience working on AI and Advanced Analytics projectsTeam lead experince managing Junior and Senior Data ScientistsExtensive hands on experince in delivering Data Science models (Demand Forecasting, Time series forecasting, ML etc.)Extensive experince engaging with stakeholders to understand probelme statement and converse with non-technical audience alike.Experience in all or some of the following scripting languages: Python, R, SAS, Java, C++, SPSS, MATLAB.Data visualisation experience – Tableau / Power BI / Qlik or equivalentDemonstrated ability to adapt quickly and manage an environment of rapid change and development, and lead others through this processEvidence to success in design and build of advanced data analytics solutions&lt;p&gt;&lt;/p&gt;Ideally, you’ll also have&lt;p&gt;&lt;/p&gt;Tertiary qualifications (a Masters or PhD degree) in a quantitative discipline, such as Statistics, Econometrics, Applied Mathematics, Engineering, Applied Science., or equivalent.Prior experince consulting in the utility or retail sector on Data Science projects will be an advantage&lt;p&gt;&lt;/p&gt;What we look for&lt;p&gt;&lt;/p&gt; Experience in engaging with both technical and non-technical stakeholders Strong consulting experience and background, including engaging directly with clients Team management on Advanced Analytics, Business Intelligence, Data Warehousing, Big Data projects&lt;p&gt;&lt;/p&gt;What we offer&lt;p&gt;&lt;/p&gt;EY offers a competitive remuneration package commensurate with your work experience where you’ll be rewarded for your individual and team performance. We are committed to being an inclusive employer and are happy to consider flexible working arrangements, where this may be needed, guided by our FWA Policy.&lt;p&gt;&lt;/p&gt;Plus, we offer:&lt;p&gt;&lt;/p&gt;Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.&lt;p&gt;&lt;/p&gt;If you can demonstrate that you meet the criteria above, please contact us as soon as possible.&lt;p&gt;&lt;/p&gt;The exceptional EY experience. It’s yours to build.&lt;p&gt;&lt;/p&gt;Apply now.",https://sg.linkedin.com/jobs/view/data-scientist-manager-at-ey-3321618896?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=0wyPC%2FU5Jv6ep36FSAY0Rw%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Experis Singapore,of model online services.,https://sg.linkedin.com/jobs/view/machine-learning-engineer-at-experis-singapore-3733610672?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=TBk5vuey9S86y9BOx72jCQ%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
Bioinformatics Engineer,Mason & Co,":&lt;/p&gt;&lt;p&gt;&lt;/p&gt;Bachelor degree in Computer Science, Bioinformatics, Data science or related field Have some software engineering background in running programs and runtime optimisation Have experience with at least Python Familiar with use of AWS services Willing attitude to learn &lt;p&gt;&lt;/p&gt;&lt;p&gt;Interested applicants, please reach out to gina.yeo@masonac.com . I'll love to have a chat with interested talents. &lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;Gina Yeo&lt;/p&gt;&lt;p&gt;Mason &amp;amp; Co &lt;/p&gt;&lt;p&gt;Recruitment Manager &lt;/p&gt;&lt;p&gt;CEI: R1660520 | License No: 19C9622 |&lt;/p&gt;",https://sg.linkedin.com/jobs/view/bioinformatics-engineer-at-mason-co-3744337446?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=JLqnv%2BCUnfymbkK2kZPAvg%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
"Senior AI Developer / AI Developer (AI Platform) - Artificial Intelligence, SAP Labs Singapore",SAP,"and derive adequate application development concepts. Performing quality assurance tasks Solve complex integration issues Ability to work in global teams with different time zones Immerse yourself quickly into new topics, terminology, and development tasksRequiredEducational and experience",https://sg.linkedin.com/jobs/view/senior-ai-developer-ai-developer-ai-platform-artificial-intelligence-sap-labs-singapore-at-sap-3748414498?refId=uLdEs27M2sye3p4xthIGQA%3D%3D&trackingId=I2TfCJFyrdSoCQ0LGi4k2w%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card
Full Stack Developer (React/Node + Python) - Training Provided!,GECO Asia Pte Ltd,"below, then you are the person we are looking for. Apply now!&lt;p&gt;&lt;/p&gt;Job",https://sg.linkedin.com/jobs/view/full-stack-developer-react-node-%2B-python-training-provided%21-at-geco-asia-pte-ltd-3707134121?refId=R1My8z%2BaTKX%2BZI3JA%2F7%2FNQ%3D%3D&trackingId=PUhUgUcvX%2BRHQfkLglMOeQ%3D%3D&position=2&pageNum=8&trk=public_jobs_jserp-result_search-card
Software Engineer (ReactJS + Python),"NodeFlair - Tech Salaries, Jobs & more",". Provide technical guidance and mentorship to junior developers as needed, promoting skill development and growth.",https://sg.linkedin.com/jobs/view/software-engineer-reactjs-%2B-python-at-nodeflair-tech-salaries-jobs-more-3737382863?refId=R1My8z%2BaTKX%2BZI3JA%2F7%2FNQ%3D%3D&trackingId=dF9dn4udbdd5Az6214JzHg%3D%3D&position=5&pageNum=8&trk=public_jobs_jserp-result_search-card
AI programmer,Ubisoft Singapore,"Suggest technical improvements while designing and implementing new AI systemsCollaborate with designers to discuss technical constraints and establish technical solutions for varying AI functionalitiesPropose technical innovations inspired by industry leadersWrite clear and well structured C++ code while bearing in mind performance, maintenance and compatibility",https://sg.linkedin.com/jobs/view/ai-programmer-at-ubisoft-singapore-3679250934?refId=R1My8z%2BaTKX%2BZI3JA%2F7%2FNQ%3D%3D&trackingId=UFxV5F7x4OZHSO7wywD%2BXQ%3D%3D&position=13&pageNum=8&trk=public_jobs_jserp-result_search-card
Software Engineer - NLP,Robert Walters,"PhD or master’s degree or equivalentExperience in Python, machine learning, and predictive modelling is neededExperience in core data science and predictive analytics methods, segmentation, and clusteringPrior knowledge of BI tools- Tableau, Power BIExperience in Amazon AWS/Azure/GCPProven experience in building industry experience using TensorFlow and PyTorchExperience in SQL, MySQL, Hive, Redshift, and SnowflakeThis is an excellent opportunity to be part of a company with a strong footprint within the region.If you are driven, determined, and want to take the next step in your career, this is the role for you. Excellent career progression opportunities await the right person in this exciting Software Engineer - NLP role.Apply today or contact me to discuss this new opportunity.Do note that we will only be in touch if your application is shortlisted.Robert Walters (Singapore) Pte LtdROC No.: 199706961E | EA Licence No.: 03C5451EA Registration No.: R1439850 Sachet Sethi",https://sg.linkedin.com/jobs/view/software-engineer-nlp-at-robert-walters-3747499897?refId=R1My8z%2BaTKX%2BZI3JA%2F7%2FNQ%3D%3D&trackingId=tHwhblEunabv67SZz80WwA%3D%3D&position=15&pageNum=8&trk=public_jobs_jserp-result_search-card
Full Stack Developer (ReactJS+Python),EnviroDynamics Solutions Pte Ltd,"and client objectives. Lead the development of applications using ReactJS, ensuring that the user interface is intuitive, responsive, and visually appealing. Develop and maintain server-side applications and APIs using Python, integrating them seamlessly with the front-end components. Implement and oversee software features, enhancements, and bug fixes, adhering to industry best practices and coding standards. Actively participate in code reviews, fostering a collaborative environment to ensure code quality and maintainability. Troubleshoot and resolve software defects promptly, maintaining system stability and reliability. Optimize web applications for peak performance, scalability, and responsiveness. Work in close coordination with cross-functional teams to deliver high-quality software solutions on time and within scope. Stay updated with the latest trends and technologies in web development, bringing innovative solutions to our clients. Contribute to the architectural and design decisions of software systems, aligning them with client",https://sg.linkedin.com/jobs/view/full-stack-developer-reactjs%2Bpython-at-envirodynamics-solutions-pte-ltd-3737201871?refId=R1My8z%2BaTKX%2BZI3JA%2F7%2FNQ%3D%3D&trackingId=PfH2208BDozNIMl6FvVVCQ%3D%3D&position=18&pageNum=8&trk=public_jobs_jserp-result_search-card
Full Stack (Python/React) Developer,Radley James,":&lt;/p&gt;&lt;p&gt;&lt;/p&gt;Must have a computer science or related degree from a leading university At least 3 years of experience in Python and React/Typescript development (up to 7-8 years)Some experience and understanding of front office related software developmentPersonable individual who can work with the business and non-technical colleagues Personality which fits well into a flat structured environment, taking responsibility and ownership of projects&lt;p&gt;&lt;/p&gt;&lt;p&gt;Very competitive pay on offer, uncapped bonus potential which will typically exceed 100% of base salary. &lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;Please get in touch here or at Volkan.ozbicer@radleyjames.com with your resume to discuss further.&lt;/p&gt;",https://sg.linkedin.com/jobs/view/full-stack-python-react-developer-at-radley-james-3747349652?refId=R1My8z%2BaTKX%2BZI3JA%2F7%2FNQ%3D%3D&trackingId=vDCTIoKtPOEH8ByvAG0E%2BQ%3D%3D&position=19&pageNum=8&trk=public_jobs_jserp-result_search-card
Data Analyst / Data Scientist (NUS - Office of Data and Intelligence),National University of Singapore,"for the various stakeholders of the university.The successful candidate will join a team of other data analysts and data scientists to engage in the following activities: Create detailed reports on data sources, methodology, analytical techniques, analytical results and insights for stakeholders.  Develop visualisations and presentations for dissemination of analytical results and derivation of actionable insight.  Assist other units in the university with enhancing their data culture and capabilities.  Develop data repositories and system to enable key stakeholders to access regular reports.",https://sg.linkedin.com/jobs/view/data-analyst-data-scientist-nus-office-of-data-and-intelligence-at-national-university-of-singapore-3736228398?refId=R1My8z%2BaTKX%2BZI3JA%2F7%2FNQ%3D%3D&trackingId=hPnDStrygzTDhOiltmOvnA%3D%3D&position=20&pageNum=8&trk=public_jobs_jserp-result_search-card
Junior Software Developer - Recruitment Drive,Searidge Technologies,"management and acceptance testingQualificationsMinimum of Bachelor of Software Engineering or Computer Science university degree (or equivalent)0-5 years of relevant experience in software developmentMust currently have or be eligible to government level security clearanceSound knowledge of software development principlesFamiliarity with Docker, Kubernetes, Kafka, Cassandra, or equivalent is an assetExperience with Visual Studio (Code), Jira, Windows, Linux, SVN, GitGeneral understanding of IT infrastructure (DB, networking, servers, some cloud, monitoring, etc.)Why Searidge?Searidge develops innovative technology to improve safety and efficiency in the aviation market. With technology at over 35 sites in 20 countries, we are a global leader and preferred partner for Remote Tower and Digital Airport solutions. Through operational enhancements, collaboration and automation, our team helps our customers proactively transform the way they offer and deliver services to meet changing demands.We are an equal opportunity employer offering competitive compensation, a respectful and positive work environment where creative solutions, empowerment, and collaboration to achieve the end goal are part of the corporate DNA.Powered by JazzHRYr4gWQMYMC",https://sg.linkedin.com/jobs/view/junior-software-developer-recruitment-drive-at-searidge-technologies-3744172243?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=ytuH8pd4zpayGZKQOG1dow%3D%3D&position=1&pageNum=10&trk=public_jobs_jserp-result_search-card
R&D Software Programmer,Makino Asia Group,"Write and test code, refining and rewriting it as necessary and communicate with any programmers involved in the projectResearch, design and evaluate new software programsEnhance existing programs by analyzing and identifying areas for modificationCreate technical reportsCorrecting software defectswork closely with other staff, such as project managers, graphic artists, UX designers, other developers, sales, marketing, application and customer service professionalsConsult clients and colleagues concerning the maintenance and performance of software systemsInvestigate new technologies&lt;p&gt;&lt;/p&gt;&lt;p&gt;&lt;u&gt;Job",https://sg.linkedin.com/jobs/view/r-d-software-programmer-at-makino-asia-group-3735907731?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=CIVJ0bqfELMkQosuKLqLDA%3D%3D&position=7&pageNum=10&trk=public_jobs_jserp-result_search-card
Vision Software Engineer,Asia Search Pte Ltd,". They are currently hiring for Vision Software Engineer and will like to invite interested candidates to submit your detailed resume to talent@asiasearch.com.sgVision Software EngineerMain Duties And ResponsibilitiesDesign advanced PC based automated visual inspection systems by developing high-speed image processing algorithms working with very high resolution imaging.Perform statistical image analysis to reliably inspect IC devices in real-time, high volume semiconductor production environment.Education And ExperiencePhD/Master/Bachelor Degree in Electrical and Electronic Engineering or Computer ScienceRelevant Computer Vision and image processing experienceExperience in Vision techniques, GUI design and Computer GraphicsStrong in C++ Programming Language and windows programmingSkilled in programming with Multi-CPU, Multi-CPU core, Multi-thread, and GPU",https://sg.linkedin.com/jobs/view/vision-software-engineer-at-asia-search-pte-ltd-3741074534?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=W8%2F79XTjBzHXkgsi0xATwQ%3D%3D&position=9&pageNum=10&trk=public_jobs_jserp-result_search-card
Software Developer (i2i),Xcellink Pte Ltd,"Define or extend the data model of OutSystems applications enforcing proper referential integrity constraintsDevelop functional components including screens, business logic, and custom UI in OutSystemsUnderstand how to match existing user interface (UI) guidelines to meet",https://sg.linkedin.com/jobs/view/software-developer-i2i-at-xcellink-pte-ltd-3729867003?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=OKYVWtoK4ChlfcPypG6rMA%3D%3D&position=10&pageNum=10&trk=public_jobs_jserp-result_search-card
"Full Stack Developer, Python, Flask, Django",EnviroDynamics Solutions Pte Ltd,"Degree/Master in Computer Science, Computer Engineering or Information Systems5-8 years of SDLC experience. Candidates with full spectrum skills including embedded systems may be considered for Solution Architect roleExperience with Google Calendar API/proprietary calendar using the Javascript client library OR Python based Full-stack developmentExperience with Google Identity Platform, OAuth2.0/JWT for service accounts OR AWS CognitoVerse with NodeJS development, JS libraries and frameworks (Express, Angular, Loopback, etc) and MongoDBVerse with AWS CLI (Cognito, Pinpoint, SQS, SES, SNS, EBS, S3, Lambda, EKS) using JS or PythonAble to rapidly prototype using design patterns, OOAD techniques and demonstrate proof of conceptsBack-End API design and development based on RESTful services, Micro-service design pattern, and AWS LambdaKnowledge in SSL/OAuth2.0/JWT, AWS, Azure and Google Firebase platforms and IoT platforms is advantageous and preferredDevops knowledge using Jenkins and Docker CI/CD pipeline is advantageousKindly understand that only shortlisted candidates will be notified.EnviroDynamics Solutions Pte LtdPoon Wai Soon, BernardReg. No: R2197713EA License No.: 12C6285",https://sg.linkedin.com/jobs/view/full-stack-developer-python-flask-django-at-envirodynamics-solutions-pte-ltd-3737776448?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=DcXBBAktOAQb2JtXWaMZNg%3D%3D&position=15&pageNum=10&trk=public_jobs_jserp-result_search-card
"Assistant Manager (Data Scientist), AIO Innovation Office (Contract)",National University Health System,"&lt;p&gt;&lt;/p&gt; Bachelor’s degree in bioinformatics, statistics, computer science or related fields with good machine learning skills and software development skills  Hands-on experience on development of AI models in areas such as NLP, imaging, speech, etc.  Proficient with Python and AI related frameworks (such as Scikit-learn, Tensorflow, Pytorch, etc.)  Knowledge in machine learning platform and services from cloud provider such as AWS, GCP and Azure  Knowledge in big data technologies including cloud computing is plus  Background in or exposure to healthcare data is a plus  Good problem-solving skills  Good written and verbal communication skills",https://sg.linkedin.com/jobs/view/assistant-manager-data-scientist-aio-innovation-office-contract-at-national-university-health-system-3714429134?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=VUqd82K2OtwBrv3DhvjoGQ%3D%3D&position=19&pageNum=10&trk=public_jobs_jserp-result_search-card
"Assistant Manager (Data Scientist), AIO Innovation Office (Contract)",National University Health System,"Bachelor’s degree in bioinformatics, statistics, computer science or related fields with good machine learning skills and software development skills  Hands-on experience on development of AI models in areas such as NLP, imaging, speech, etc.  Proficient with Python and AI related frameworks (such as Scikit-learn, Tensorflow, Pytorch, etc.)  Knowledge in machine learning platform and services from cloud provider such as AWS, GCP and Azure  Knowledge in big data technologies including cloud computing is plus  Background in or exposure to healthcare data is a plus  Good problem-solving skills  Good written and verbal communication skills",https://sg.linkedin.com/jobs/view/assistant-manager-data-scientist-aio-innovation-office-contract-at-national-university-health-system-3714427376?refId=gfeKXV7MvfaLf5THQainVA%3D%3D&trackingId=gvLKqGfzGvZdsXrcllQMdg%3D%3D&position=20&pageNum=10&trk=public_jobs_jserp-result_search-card
